# Wed 18 May 2022 10:25:34 AM EEST
Genbank;Id;RsUid;GbUid;AssemblyAccession;LastMajorReleaseAccession;ChainId;AssemblyName;Taxid;Organism;SpeciesTaxid;SpeciesNAme;AssemblyType;AssemblyStatus;Isolate;Sub_type;Sub_value;Coverage;ContigN50;ScaffoldN50;Title;Host;Strain;Isolation_source;Collection_date;Geo_loc_name
GCA_018373295.1;10055061;null;26745628;GCA_018373295.1;GCA_018373295.1;18373295;ASM1837329v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;L1_008_000G1_dasL1_008_000G1_maxbin2.maxbin.049sta_sub;null;null;24.828;161465;161465;MIMAG Metagenome-assembled Genome sample from Stenotrophomonas maltophilia;Homo sapiens;;infant feces;2016/2019;USA: Pittsburgh, Magee-Womens Hospital of UPMC
GCA_018363575.1;10048511;null;26732548;GCA_018363575.1;GCA_018363575.1;18363575;ASM1836357v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;L3_114_000G1_dasL3_114_000G1_metabat.metabat.34;null;null;0.7787;79078;79078;MIMAG Metagenome-assembled Genome sample from Stenotrophomonas maltophilia;Homo sapiens;;infant feces;2016/2019;USA: Pittsburgh, Magee-Womens Hospital of UPMC
GCA_017838025.1;9776511;26174488;26111718;GCF_017838025.1;GCF_017838025.1;17838025;ASM1783802v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;15967;78;98479;98479;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;15967;urine;2018;Nigeria
GCA_017838015.1;9776501;26175328;26111698;GCF_017838015.1;GCF_017838015.1;17838015;ASM1783801v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;15977;72;102801;102801;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;15977;HVS;2017;Nigeria
GCA_017582655.1;9639971;25797548;25791518;GCF_017582655.1;GCF_017582655.1;17582655;ASM1758265v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;15987;57;118415;118415;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;15987;stool;2017;Nigeria
GCA_017582615.1;9639951;25797068;25791478;GCF_017582615.1;GCF_017582615.1;17582615;ASM1758261v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;15990;101;98063;98063;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;15990;urine;2017;Nigeria
GCA_017582605.1;9639941;25797508;25791468;GCF_017582605.1;GCF_017582605.1;17582605;ASM1758260v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;15989;69;138777;138777;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;15989;urine;2017;Nigeria
GCA_017582525.1;9639901;25796628;25791388;GCF_017582525.1;GCF_017582525.1;17582525;ASM1758252v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;15992;99;59335;59335;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;15992;urine;2017;Nigeria
GCA_017582325.1;9639801;25797028;25791178;GCF_017582325.1;GCF_017582325.1;17582325;ASM1758232v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;16022;117;137062;137062;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;16022;urine;2018;Nigeria
GCA_017581785.1;9639541;25795988;25790658;GCF_017581785.1;GCF_017581785.1;17581785;ASM1758178v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;16001;47;148887;188352;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;16001;urine;2018;Nigeria
GCA_017565445.1;9630471;25781148;25771308;GCF_017565445.1;GCF_017565445.1;17565445;ASM1756544v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;JVB5;9.7;28858;28858;Bacterial endophyte (Stenotrophomonas maltophilia) from the root of sunflower endosphere;sunflower;JVB5;root;2020-02-29;South Africa
GCA_017315435.1;9506451;25540688;25500778;GCF_017315435.1;GCF_017315435.1;17315435;ASM1731543v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;S76-3;200;99575;134930;Microbe sample from Stenotrophomonas maltophilia;;S76-3;organic lettuce and spinach mix;2020-10;USA
GCA_017292165.1;9492861;25491278;25471158;GCF_017292165.1;GCF_017292165.1;17292165;ASM1729216v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;15950;42;141598;141633;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;15950;stool;2017;Nigeria
GCA_017287995.1;9489821;25491298;25466878;GCF_017287995.1;GCF_017287995.1;17287995;ASM1728799v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;15971;88;148687;148687;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;15971;wound;2018;Nigeria
GCA_017287835.1;9489701;25491518;25466718;GCF_017287835.1;GCF_017287835.1;17287835;ASM1728783v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;15972;84;160709;160709;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;15972;wound;2018;Nigeria
GCA_017287815.1;9489691;25491158;25466698;GCF_017287815.1;GCF_017287815.1;17287815;ASM1728781v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;15973;91;113860;113860;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;15973;urine;2017;Nigeria
GCA_017287615.1;9489671;25491138;25466498;GCF_017287615.1;GCF_017287615.1;17287615;ASM1728761v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;15982;53;121911;121911;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;15982;stool;2017;Nigeria
GCA_017287455.1;9489541;25491438;25466338;GCF_017287455.1;GCF_017287455.1;17287455;ASM1728745v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;15984;41;140577;140577;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;15984;ear swab;2017;Nigeria
GCA_017152275.1;9424881;null;25311218;GCA_017152275.1;GCA_017152275.1;17152275;ASM1715227v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00205;77;30793;30793;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00205;sputum;2018;USA: Pittsburgh, Pennsylvania
GCA_017150755.1;9424801;null;25309698;GCA_017150755.1;GCA_017150755.1;17150755;ASM1715075v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00206;112;49046;49046;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00206;sputum;2018;USA: Pittsburgh, Pennsylvania
GCA_017150715.1;9424791;null;25309658;GCA_017150715.1;GCA_017150715.1;17150715;ASM1715071v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00211;97;35882;35882;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00211;sputum;2018;USA: Pittsburgh, Pennsylvania
GCA_017150675.1;9424781;null;25309638;GCA_017150675.1;GCA_017150675.1;17150675;ASM1715067v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00212;137;44539;44539;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00212;wound;2018;USA: Pittsburgh, Pennsylvania
GCA_017150615.1;9424771;null;25309558;GCA_017150615.1;GCA_017150615.1;17150615;ASM1715061v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00215;103;59496;59496;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00215;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150685.1;9424761;null;25309628;GCA_017150685.1;GCA_017150685.1;17150685;ASM1715068v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00213;68;35748;35748;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00213;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150655.1;9424751;null;25309598;GCA_017150655.1;GCA_017150655.1;17150655;ASM1715065v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00214;96;41845;41845;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00214;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150635.1;9424741;null;25309578;GCA_017150635.1;GCA_017150635.1;17150635;ASM1715063v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00218;83;36496;36496;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00218;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150595.1;9424731;null;25309538;GCA_017150595.1;GCA_017150595.1;17150595;ASM1715059v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00220;96;30948;30948;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00220;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150575.1;9424721;null;25309518;GCA_017150575.1;GCA_017150575.1;17150575;ASM1715057v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00219;117;33533;33533;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00219;urine;2019;USA: Pittsburgh, Pennsylvania
GCA_017150555.1;9424711;null;25309498;GCA_017150555.1;GCA_017150555.1;17150555;ASM1715055v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00222;101;41565;41565;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00222;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150515.1;9424701;null;25309458;GCA_017150515.1;GCA_017150515.1;17150515;ASM1715051v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00216;73;45350;45350;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00216;Tissue;2019;USA: Pittsburgh, Pennsylvania
GCA_017150495.1;9424691;null;25309438;GCA_017150495.1;GCA_017150495.1;17150495;ASM1715049v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00225;87;39687;39687;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00225;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150535.1;9424681;null;25309478;GCA_017150535.1;GCA_017150535.1;17150535;ASM1715053v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00221;72;35499;35499;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00221;Tissue;2019;USA: Pittsburgh, Pennsylvania
GCA_017150475.1;9424671;null;25309428;GCA_017150475.1;GCA_017150475.1;17150475;ASM1715047v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00217;93;63772;63772;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00217;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150435.1;9424661;null;25309378;GCA_017150435.1;GCA_017150435.1;17150435;ASM1715043v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00223;87;36555;36555;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00223;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150395.1;9424651;null;25309338;GCA_017150395.1;GCA_017150395.1;17150395;ASM1715039v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00232;75;33582;33582;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00232;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150415.1;9424641;null;25309358;GCA_017150415.1;GCA_017150415.1;17150415;ASM1715041v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00208;95;46282;46282;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00208;sputum;2018;USA: Pittsburgh, Pennsylvania
GCA_017150455.1;9424631;null;25309398;GCA_017150455.1;GCA_017150455.1;17150455;ASM1715045v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00224;67;33475;33475;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00224;Bronch;2019;USA: Pittsburgh, Pennsylvania
GCA_017150375.1;9424621;null;25309318;GCA_017150375.1;GCA_017150375.1;17150375;ASM1715037v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00233;116;42078;42078;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00233;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150355.1;9424611;null;25309308;GCA_017150355.1;GCA_017150355.1;17150355;ASM1715035v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00209;90;43068;43068;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00209;sputum;2018;USA: Pittsburgh, Pennsylvania
GCA_017150335.1;9424601;null;25309278;GCA_017150335.1;GCA_017150335.1;17150335;ASM1715033v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00235;113;52256;52256;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00235;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150315.1;9424591;null;25309258;GCA_017150315.1;GCA_017150315.1;17150315;ASM1715031v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00237;78;30963;30963;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00237;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150295.1;9424581;null;25309238;GCA_017150295.1;GCA_017150295.1;17150295;ASM1715029v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00234;74;32870;32870;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00234;blood;2019;USA: Pittsburgh, Pennsylvania
GCA_017150255.1;9424571;null;25309198;GCA_017150255.1;GCA_017150255.1;17150255;ASM1715025v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00236;122;37339;37339;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00236;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150275.1;9424561;null;25309218;GCA_017150275.1;GCA_017150275.1;17150275;ASM1715027v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00238;97;40013;40013;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00238;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150235.1;9424551;null;25309178;GCA_017150235.1;GCA_017150235.1;17150235;ASM1715023v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00239;108;29234;29234;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00239;not collected;2019;USA: Pittsburgh, Pennsylvania
GCA_017150155.1;9424541;null;25309098;GCA_017150155.1;GCA_017150155.1;17150155;ASM1715015v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00248;68;33317;33317;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00248;Tissue;2019;USA: Pittsburgh, Pennsylvania
GCA_017150215.1;9424531;null;25309158;GCA_017150215.1;GCA_017150215.1;17150215;ASM1715021v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00240;71;29964;29964;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00240;wound;2019;USA: Pittsburgh, Pennsylvania
GCA_017150195.1;9424521;null;25309138;GCA_017150195.1;GCA_017150195.1;17150195;ASM1715019v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00210;73;31564;31564;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00210;sputum;2018;USA: Pittsburgh, Pennsylvania
GCA_017150175.1;9424511;null;25309128;GCA_017150175.1;GCA_017150175.1;17150175;ASM1715017v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00242;65;27561;27561;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00242;Peritoneal Fluid;2019;USA: Pittsburgh, Pennsylvania
GCA_017150135.1;9424501;null;25309078;GCA_017150135.1;GCA_017150135.1;17150135;ASM1715013v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00243;93;47640;47640;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00243;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150095.1;9424491;null;25309038;GCA_017150095.1;GCA_017150095.1;17150095;ASM1715009v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00226;71;33230;33230;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00226;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150115.1;9424481;null;25309058;GCA_017150115.1;GCA_017150115.1;17150115;ASM1715011v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00241;61;37549;37549;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00241;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150055.1;9424471;null;25308998;GCA_017150055.1;GCA_017150055.1;17150055;ASM1715005v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00249;65;29478;29478;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00249;Tissue;2019;USA: Pittsburgh, Pennsylvania
GCA_017150075.1;9424461;null;25309018;GCA_017150075.1;GCA_017150075.1;17150075;ASM1715007v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00230;88;35407;35407;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00230;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150035.1;9424451;null;25308978;GCA_017150035.1;GCA_017150035.1;17150035;ASM1715003v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00229;85;51436;51436;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00229;sputum;2019;USA: Pittsburgh, Pennsylvania
GCA_017150015.1;9424441;null;25308958;GCA_017150015.1;GCA_017150015.1;17150015;ASM1715001v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00251;56;27290;27290;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00251;blood;2019;USA: Pittsburgh, Pennsylvania
GCA_017149975.1;9424431;null;25308918;GCA_017149975.1;GCA_017149975.1;17149975;ASM1714997v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STEN00252;113;39927;39927;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;STEN00252;sputum;2019;USA: Pittsburgh, Pennsylvania
